"year","state","month","number","date"
2014,"Espirito Santo","Abril",15,2014-01-01
2015,"Espirito Santo","Abril",33,2015-01-01
2016,"Espirito Santo","Abril",57,2016-01-01
2017,"Espirito Santo","Abril",7,2017-01-01
1998,"Espirito Santo","Maio",0,1998-01-01
1999,"Espirito Santo","Maio",16,1999-01-01
2000,"Espirito Santo","Maio",2,2000-01-01
2001,"Espirito Santo","Maio",8,2001-01-01
2002,"Espirito Santo","Maio",5,2002-01-01
2003,"Espirito Santo","Maio",1,2003-01-01
2004,"Espirito Santo","Maio",0,2004-01-01
2005,"Espirito Santo","Maio",5,2005-01-01
2006,"Espirito Santo","Maio",0,2006-01-01
2007,"Espirito Santo","Maio",1,2007-01-01
2008,"Espirito Santo","Maio",2,2008-01-01
2009,"Espirito Santo","Maio",7,2009-01-01
2010,"Espirito Santo","Maio",3,2010-01-01
2011,"Espirito Santo","Maio",2,2011-01-01
2012,"Espirito Santo","Maio",20,2012-01-01
2013,"Espirito Santo","Maio",14,2013-01-01
2014,"Espirito Santo","Maio",18,2014-01-01
2015,"Espirito Santo","Maio",17,2015-01-01
2016,"Espirito Santo","Maio",48,2016-01-01
2017,"Espirito Santo","Maio",10,2017-01-01
1998,"Espirito Santo","Junho",6,1998-01-01
1999,"Espirito Santo","Junho",6,1999-01-01
2000,"Espirito Santo","Junho",9,2000-01-01
2001,"Espirito Santo","Junho",9,2001-01-01
2002,"Espirito Santo","Junho",18,2002-01-01
2003,"Espirito Santo","Junho",19,2003-01-01
2004,"Espirito Santo","Junho",3,2004-01-01
2005,"Espirito Santo","Junho",8,2005-01-01
2006,"Espirito Santo","Junho",5,2006-01-01
2007,"Espirito Santo","Junho",4,2007-01-01
2008,"Espirito Santo","Junho",4,2008-01-01
2009,"Espirito Santo","Junho",12,2009-01-01
2010,"Espirito Santo","Junho",3,2010-01-01
2011,"Espirito Santo","Junho",7,2011-01-01
2012,"Espirito Santo","Junho",15,2012-01-01
2013,"Espirito Santo","Junho",22,2013-01-01
2014,"Espirito Santo","Junho",9,2014-01-01
2015,"Espirito Santo","Junho",18,2015-01-01
2016,"Espirito Santo","Junho",49,2016-01-01
2017,"Espirito Santo","Junho",37,2017-01-01
1998,"Espirito Santo","Julho",37,1998-01-01
1999,"Espirito Santo","Julho",9,1999-01-01
2000,"Espirito Santo","Julho",16,2000-01-01
2001,"Espirito Santo","Julho",12,2001-01-01
2002,"Espirito Santo","Julho",9,2002-01-01
2003,"Espirito Santo","Julho",27,2003-01-01
2004,"Espirito Santo","Julho",4,2004-01-01
2005,"Espirito Santo","Julho",9,2005-01-01
2006,"Espirito Santo","Julho",11,2006-01-01
2007,"Espirito Santo","Julho",13,2007-01-01
2008,"Espirito Santo","Julho",5,2008-01-01
2009,"Espirito Santo","Julho",25,2009-01-01
2010,"Espirito Santo","Julho",5,2010-01-01
2011,"Espirito Santo","Julho",18,2011-01-01
2012,"Espirito Santo","Julho",35,2012-01-01
2013,"Espirito Santo","Julho",20,2013-01-01
2014,"Espirito Santo","Julho",17,2014-01-01
2015,"Espirito Santo","Julho",30,2015-01-01
2016,"Espirito Santo","Julho",42,2016-01-01
2017,"Espirito Santo","Julho",3,2017-01-01
1998,"Espirito Santo","Agosto",38,1998-01-01
1999,"Espirito Santo","Agosto",60,1999-01-01
2000,"Espirito Santo","Agosto",26,2000-01-01
2001,"Espirito Santo","Agosto",30,2001-01-01
2002,"Espirito Santo","Agosto",60,2002-01-01
2003,"Espirito Santo","Agosto",118,2003-01-01
2004,"Espirito Santo","Agosto",12,2004-01-01
2005,"Espirito Santo","Agosto",12,2005-01-01
2006,"Espirito Santo","Agosto",29,2006-01-01
2007,"Espirito Santo","Agosto",82,2007-01-01
2008,"Espirito Santo","Agosto",13,2008-01-01
2009,"Espirito Santo","Agosto",17,2009-01-01
2010,"Espirito Santo","Agosto",39,2010-01-01
2011,"Espirito Santo","Agosto",93,2011-01-01
2012,"Espirito Santo","Agosto",12,2012-01-01
2013,"Espirito Santo","Agosto",53,2013-01-01
2014,"Espirito Santo","Agosto",47,2014-01-01
2015,"Espirito Santo","Agosto",35,2015-01-01
2016,"Espirito Santo","Agosto",78,2016-01-01
2017,"Espirito Santo","Agosto",30,2017-01-01
1998,"Espirito Santo","Setembro",108,1998-01-01
1999,"Espirito Santo","Setembro",64,1999-01-01
2000,"Espirito Santo","Setembro",14,2000-01-01
2001,"Espirito Santo","Setembro",38,2001-01-01
2002,"Espirito Santo","Setembro",46,2002-01-01
2003,"Espirito Santo","Setembro",252,2003-01-01
2004,"Espirito Santo","Setembro",47,2004-01-01
2005,"Espirito Santo","Setembro",8,2005-01-01
2006,"Espirito Santo","Setembro",87,2006-01-01
2007,"Espirito Santo","Setembro",63,2007-01-01
2008,"Espirito Santo","Setembro",78,2008-01-01
2009,"Espirito Santo","Setembro",57,2009-01-01
2010,"Espirito Santo","Setembro",53,2010-01-01
2011,"Espirito Santo","Setembro",108,2011-01-01
2012,"Espirito Santo","Setembro",48,2012-01-01
2013,"Espirito Santo","Setembro",30,2013-01-01
2014,"Espirito Santo","Setembro",61,2014-01-01
2015,"Espirito Santo","Setembro",228,2015-01-01
2016,"Espirito Santo","Setembro",128,2016-01-01
2017,"Espirito Santo","Setembro",58,2017-01-01
1998,"Espirito Santo","Outubro",20,1998-01-01
1999,"Espirito Santo","Outubro",23,1999-01-01
2000,"Espirito Santo","Outubro",88,2000-01-01
2001,"Espirito Santo","Outubro",19,2001-01-01
2002,"Espirito Santo","Outubro",113,2002-01-01
2003,"Espirito Santo","Outubro",159,2003-01-01
2004,"Espirito Santo","Outubro",48,2004-01-01
2005,"Espirito Santo","Outubro",62,2005-01-01
2006,"Espirito Santo","Outubro",10,2006-01-01
2007,"Espirito Santo","Outubro",79,2007-01-01
2008,"Espirito Santo","Outubro",100,2008-01-01
2009,"Espirito Santo","Outubro",13,2009-01-01
2010,"Espirito Santo","Outubro",32,2010-01-01
2011,"Espirito Santo","Outubro",38,2011-01-01
2012,"Espirito Santo","Outubro",62,2012-01-01
2013,"Espirito Santo","Outubro",37,2013-01-01
2014,"Espirito Santo","Outubro",89,2014-01-01
2015,"Espirito Santo","Outubro",307,2015-01-01
2016,"Espirito Santo","Outubro",58,2016-01-01
2017,"Espirito Santo","Outubro",56,2017-01-01
1998,"Espirito Santo","Novembro",4,1998-01-01
1999,"Espirito Santo","Novembro",9,1999-01-01
2000,"Espirito Santo","Novembro",3,2000-01-01
2001,"Espirito Santo","Novembro",3,2001-01-01
2002,"Espirito Santo","Novembro",22,2002-01-01
2003,"Espirito Santo","Novembro",49,2003-01-01
2004,"Espirito Santo","Novembro",42,2004-01-01
2005,"Espirito Santo","Novembro",0,2005-01-01
2006,"Espirito Santo","Novembro",0,2006-01-01
2007,"Espirito Santo","Novembro",112,2007-01-01
2008,"Espirito Santo","Novembro",3,2008-01-01
2009,"Espirito Santo","Novembro",18,2009-01-01
2010,"Espirito Santo","Novembro",3,2010-01-01
2011,"Espirito Santo","Novembro",6,2011-01-01
2012,"Espirito Santo","Novembro",7,2012-01-01
2013,"Espirito Santo","Novembro",11,2013-01-01
2014,"Espirito Santo","Novembro",20,2014-01-01
2015,"Espirito Santo","Novembro",141,2015-01-01
2016,"Espirito Santo","Novembro",8,2016-01-01
2017,"Espirito Santo","Novembro",3,2017-01-01
1998,"Espirito Santo","Dezembro",5,1998-01-01
1999,"Espirito Santo","Dezembro",0,1999-01-01
2000,"Espirito Santo","Dezembro",3,2000-01-01
2001,"Espirito Santo","Dezembro",1,2001-01-01
2002,"Espirito Santo","Dezembro",12,2002-01-01
2003,"Espirito Santo","Dezembro",18,2003-01-01
2004,"Espirito Santo","Dezembro",9,2004-01-01
2005,"Espirito Santo","Dezembro",5,2005-01-01
2006,"Espirito Santo","Dezembro",0,2006-01-01
2007,"Espirito Santo","Dezembro",14,2007-01-01
2008,"Espirito Santo","Dezembro",1,2008-01-01
2009,"Espirito Santo","Dezembro",32,2009-01-01
2010,"Espirito Santo","Dezembro",10,2010-01-01
2011,"Espirito Santo","Dezembro",1,2011-01-01
2012,"Espirito Santo","Dezembro",18,2012-01-01
2013,"Espirito Santo","Dezembro",9,2013-01-01
2014,"Espirito Santo","Dezembro",28,2014-01-01
2015,"Espirito Santo","Dezembro",61,2015-01-01
2016,"Espirito Santo","Dezembro",12,2016-01-01
1998,"Goias","Janeiro",0,1998-01-01
1999,"Goias","Janeiro",14,1999-01-01
2000,"Goias","Janeiro",10,2000-01-01
2001,"Goias","Janeiro",29,2001-01-01
2002,"Goias","Janeiro",12,2002-01-01
2003,"Goias","Janeiro",14,2003-01-01
2004,"Goias","Janeiro",10,2004-01-01
2005,"Goias","Janeiro",27,2005-01-01
2006,"Goias","Janeiro",85,2006-01-01
2007,"Goias","Janeiro",28,2007-01-01
2008,"Goias","Janeiro",23,2008-01-01
2009,"Goias","Janeiro",30,2009-01-01
2010,"Goias","Janeiro",59,2010-01-01
2011,"Goias","Janeiro",39,2011-01-01
2012,"Goias","Janeiro",21,2012-01-01
2013,"Goias","Janeiro",33,2013-01-01
2014,"Goias","Janeiro",80,2014-01-01
2015,"Goias","Janeiro",118,2015-01-01
2016,"Goias","Janeiro",52,2016-01-01
2017,"Goias","Janeiro",53,2017-01-01
1998,"Goias","Fevereiro",0,1998-01-01
1999,"Goias","Fevereiro",334,1999-01-01
2000,"Goias","Fevereiro",11,2000-01-01
2001,"Goias","Fevereiro",9,2001-01-01
2002,"Goias","Fevereiro",9,2002-01-01
2003,"Goias","Fevereiro",47,2003-01-01
2004,"Goias","Fevereiro",11,2004-01-01
2005,"Goias","Fevereiro",84,2005-01-01
2006,"Goias","Fevereiro",21,2006-01-01
2007,"Goias","Fevereiro",13,2007-01-01
2008,"Goias","Fevereiro",25,2008-01-01
2009,"Goias","Fevereiro",29,2009-01-01
2010,"Goias","Fevereiro",86,2010-01-01
2011,"Goias","Fevereiro",45,2011-01-01
2012,"Goias","Fevereiro",37,2012-01-01
2013,"Goias","Fevereiro",86,2013-01-01
2014,"Goias","Fevereiro",44,2014-01-01
2015,"Goias","Fevereiro",53,2015-01-01
2016,"Goias","Fevereiro",117,2016-01-01
2017,"Goias","Fevereiro",75,2017-01-01
1998,"Goias","Mar�o",0,1998-01-01
1999,"Goias","Mar�o",1,1999-01-01
2000,"Goias","Mar�o",4,2000-01-01
2001,"Goias","Mar�o",10,2001-01-01
2002,"Goias","Mar�o",48,2002-01-01
2003,"Goias","Mar�o",29,2003-01-01
2004,"Goias","Mar�o",36,2004-01-01
2005,"Goias","Mar�o",36,2005-01-01
2006,"Goias","Mar�o",29,2006-01-01
2007,"Goias","Mar�o",49,2007-01-01
2008,"Goias","Mar�o",20,2008-01-01
2009,"Goias","Mar�o",32,2009-01-01
2010,"Goias","Mar�o",65,2010-01-01
2011,"Goias","Mar�o",19,2011-01-01
2012,"Goias","Mar�o",57,2012-01-01
2013,"Goias","Mar�o",79,2013-01-01
2014,"Goias","Mar�o",80,2014-01-01
2015,"Goias","Mar�o",76,2015-01-01
2016,"Goias","Mar�o",136,2016-01-01
2017,"Goias","Mar�o",115,2017-01-01
1998,"Goias","Abril",0,1998-01-01
1999,"Goias","Abril",25,1999-01-01
2000,"Goias","Abril",16,2000-01-01
2001,"Goias","Abril",49,2001-01-01
2002,"Goias","Abril",78,2002-01-01
2003,"Goias","Abril",87,2003-01-01
2004,"Goias","Abril",32,2004-01-01
2005,"Goias","Abril",55,2005-01-01
2006,"Goias","Abril",22,2006-01-01
2007,"Goias","Abril",17,2007-01-01
2008,"Goias","Abril",36,2008-01-01
2009,"Goias","Abril",11,2009-01-01
2010,"Goias","Abril",105,2010-01-01
2011,"Goias","Abril",71,2011-01-01
2012,"Goias","Abril",89,2012-01-01
2013,"Goias","Abril",42,2013-01-01
2014,"Goias","Abril",138,2014-01-01
2015,"Goias","Abril",89,2015-01-01
2016,"Goias","Abril",167,2016-01-01
2017,"Goias","Abril",60,2017-01-01
1998,"Goias","Maio",0,1998-01-01
1999,"Goias","Maio",99,1999-01-01
2000,"Goias","Maio",58,2000-01-01
2001,"Goias","Maio",85,2001-01-01
2002,"Goias","Maio",171,2002-01-01
2003,"Goias","Maio",57,2003-01-01
